date,content,like_count,retweet_count,username,verified
2022-05-16 20:39:19+00:00,C$17.95 - #FreeShipping | One Day Sale…Hurry!  Fab Girl Tote Bags History &amp; Heraldry #FabGirlToteBags       👉 https://t.co/UBm7uUncd3       #sharious  #canadianbestseller  #canada #usa #product #Bags  #Best  #Brown  #Chocolate  #Fabric  #Floral  #Girl . https://t.co/QzmKzu7CHE,0,0,kanadianbest,False
2022-05-16 20:31:44+00:00,"The sun is finally shining in Sitges! Check out our second episode on YouTube from the Spanish resort. We visit a fabulous chocolate shop called Sweet Sitges!

https://t.co/hbt30fKbaj

#Sitges #Spain #Catalunya #chocolate #YouTube https://t.co/o3wDh6Lv2l",0,0,ItsMarcus_Paul,False
2022-05-16 20:23:28+00:00,Summer Fun Labradors Painting Square Sticker #black #lab #chocolate #lab #yellow #SquareSticker  https://t.co/sBeHdiou1l #labrador #labradorretriever #gifts #doglovers https://t.co/yNXjmcCeth,2,2,HappyLabradors,False
2022-05-16 20:20:00+00:00,Texas Sheet Cake Recipe https://t.co/b3S1QPNNqc #oldfashionedrecipes #recipes #TexasSheetCake #chocolate #cake,6,1,OldFashRecipes,False
2022-05-16 20:17:02+00:00,"how is there NO chocolate in this entire house?!

#chocolate  #thestruggleisreal https://t.co/3KMOxvwCFx",3,0,bethanycrandell,False
2022-05-16 20:07:16+00:00,"The Big Celebration #Kosher Set is filled with a selection of treats to help you and your family celebrate Shavuot.

Hurry! Shop now!🎁

https://t.co/iCKqLVLiZe

#Connecticutbaskets #crackers #chocolate #hazulnut #spaghetti #almonds #winebottle #chocomints #usa #canada #shavuot https://t.co/O5ve9d7I5C",0,0,Connecticutba14,False
2022-05-16 20:06:16+00:00,"A crate full of snacks and treats topped off with a bottle of bubbly, the #Kosher Celebration Crate from New Jersey Baskets is the perfect gift.

Hurry! Shop now!🎁

https://t.co/Jxx5luMdfi

#Newjerseybaskets #winebox #cheddar #chocolate #almond #toffee #maplesyrup #sourballs https://t.co/yH2hHQ8Ft2",0,0,newjerseybasket,False
2022-05-16 20:04:03+00:00,"Black girl magic! 
💃🏿: @mizkeda_melanin
#blackgirlmagic #black #beauty #beauty #gorgeous #chocolate #melanin #portrait #photo #photoshoot https://t.co/yxhUDDw56L",0,0,Scottycuss,False
2022-05-16 20:02:22+00:00,"The Kosher Snacking Gift Basket from Montreal Baskets has a little something for everyone.

Hurry! Shop now!🎁

https://t.co/L8vCOBO7Vt

#Montrealbaskets #flatbread #honey #fruitspread #caramels #chocolate #cheese #cheddar #usa #canada #shavuot #jews #kosherfood #mazaltov #jewish https://t.co/hpK2i51pBE",0,0,montrealbaskets,False
2022-05-16 20:00:34+00:00,"The #Kosher Wine &amp; Treats Basket courtesy of Hamilton Baskets is the perfect gift to send your regards to a friend, family member.

Hurry! Shop now!🎁

https://t.co/ax90uASqS1

#Hamiltonbaskets #chips #cherry #cookie #chocolate #winebox #marshmallow #fruitspread #usa #canada https://t.co/vKlUlGRVLc",1,0,hamiltonbaskets,False
2022-05-16 19:59:16+00:00,"The Deluxe Kosher Celebration Crate from Boston Baskets is a wonderful way to congratulate, with an array of delicious #kosher snacks.

Hurry! Shop now!🎁

https://t.co/5r9Zb3MwlI

#Bostonbaskets #winebox #caramel #flatbread #cherry #cookie #chocolate #winebottle #marshmallow https://t.co/0Jb90o9rS0",0,0,bostonbaskets,False
2022-05-16 19:57:32+00:00,"The Kosher Raspberry Sweets &amp; Treats Set is filled with a delightful &amp; decadent assortment of treats themed around raspberries.

Hurry! Shop now!🎁

https://t.co/oMY03U2S3g

#Basketsvermont #winebottle #chocolate #cookies #taters #cherry #winegift #usa #canada #shavuot #kosher https://t.co/kM6rsP3PAn",0,0,vermontbaskets,False
2022-05-16 19:57:20+00:00,"C$28.06 - #FreeShipping | Everything you need, on a budget  Vega Protein &amp; Energy Chocolate - Plant #Vega       👉 https://t.co/pg3QvcgYXH       #sharious  #canadianbestseller  #canada #usa #product #Based  #Chocolate  #Energy  #Free  #Gluten . https://t.co/guU2MYpxMY",0,0,kanadianbest,False
2022-05-16 19:56:09+00:00,"A Treat With You Kosher Gift Set features delicious sweets for you or your loved ones to indulge in.

Hurry! Shop now!🎁

https://t.co/ynSktbkko1

#Basketsphiladelphia #winebox #cheddar #chocolate #chocochip #toffee #almonds #maplesyrup #sourbals #plant #usa #canada #kosherfood https://t.co/CIITDIVmjU",0,0,baskets_ph,False
2022-05-16 19:55:07+00:00,"The Basket of Kosher Treats from New Hampshire Baskets is the perfect gift to send your regards.

Hurry! Shop now!🎁

https://t.co/kTKqZJLDlB

#Newhampshirebaskets #spaghetti #cookie #crackers #honey #chocolate #salsabeans #pretzels #cheese #usa #canada #shavuot #kosherfood https://t.co/xNNR7Qjp2H",1,0,NH_Gift_Baskets,False
2022-05-16 19:53:58+00:00,"Snacks &amp; treats and a bottle of fine wine, the Kosher Wine &amp; Cheese Crate from Maine Baskets is a great gift.

Hurry! Shop now!🎁

https://t.co/3YukfQV6XG 

#Mainebaskets #winebottle #pretzels #caramel #chocolate #crackers #fruitspread #cheese #usa #canada #shavuot #kosherfood https://t.co/tLvmUXRZ5r",0,0,maine_baskets,False
2022-05-16 19:46:50+00:00,"""Mommy, a package arrived."" My favorite kind of #fika. 
https://t.co/5zueU4AGv5
#dessert #food #foodie #momlife #delish #chocolate @LePainFrancais #CoffeeTime #Sweden #Mondayvibes https://t.co/PadKxv9Tuc",0,0,Dont4getSnacks,False
2022-05-16 19:39:17+00:00,"🐻 𝔹𝕖𝕒𝕣 𝔹𝕣𝕠𝕨𝕟𝕚𝕖𝕤 🐻

𝕂𝕒𝕨𝕒𝕚𝕚 𝕊𝕙𝕠𝕡: https://t.co/bllRMWhwd3 

#chocolate #cutefood #brownies #kawaii https://t.co/wV0HAPHOmU",30,11,KawaiiBabeShop,False
2022-05-16 19:38:02+00:00,"The @LoveGhirardelli Ice Cream &amp; #Chocolate Shop on @TheMagMile is open! World-famous hot fudge sundaes, shakes, malts, cones and other soda fountain treats. Plus your favorite #Ghirardelli chocolates! https://t.co/54gNL7UrqX #Chicago #travel #sightseeing https://t.co/JcVeC9gn45",0,0,eVisitorGuide,False
2022-05-16 19:37:00+00:00,"We could not be more grateful for this last-minute switch up. #chocolate

https://t.co/zLOLKUg7LA",1,0,TastingTable,True
2022-05-16 19:22:03+00:00,Have scientists created #perfectchocolate? https://t.co/7G6Mfd16GZ  @SmithsonianMag #chocolate #3Dprinting https://t.co/KJ6seyoft9,0,0,MelanieB,False
2022-05-16 19:18:27+00:00,European chocolate is the BEST! #AstroPunkTheCowgirl #Bavarin #chocolate😍 Mmmmmmm 🍫,0,0,Rhetorical_69,False
2022-05-16 19:02:28+00:00,Miss KFC's chocolate parfait? Re-create it! - #chocolate #candy #dessert https://t.co/thZNxPpIvB,0,0,chocomasse,False
2022-05-16 19:00:17+00:00,"C$24.98 - #FreeShipping | Biggest sale of the season  Silicone Molds, Large 6 Holes Semi Sphere #MKSENSE       👉 https://t.co/yUrKc5YNcE       #sharious  #canadianbestseller  #canada #usa #product #Baking  #Chocolate  #Free  #Gcmr523  #Holes  #Making . https://t.co/cNF0Qj54cT",0,0,kanadianbest,False
2022-05-16 18:55:07+00:00,"Because chocolate is cheaper than therapy. Chocolate Chocolate Chip is the featured frozen custard flavor for a limited time!
.
#Chocolate #ChocolateChocolateChip #EatGoodTimes https://t.co/Zj2dAUpq4N",5,0,EatGoodTimes,False
2022-05-16 18:50:55+00:00,"Our new ""L'eclair"" chocolate racing helmet will be added to the website for purchase within the next hour. It is white chocolate &amp; limoncello ganache #racingchocs #chocolate #racing #motorsport #chocolatier #f1 #formula1 #leclerc #charlesleclerc #ferrari #scuderiaferrari https://t.co/i1f6lnG6mr",24,1,racingchocs,False
2022-05-16 18:44:46+00:00,"Ever heard of #kelp, #yakitori, #koji, #calvados? Chances are that you might this year if the #trends put out by @NatGeo are anything to go by. Read more @ https://t.co/LuTB4xmAfb.

#insights #nutrition #oatmilk #filipino #veganism #noodles #chocolate https://t.co/5aeRriEpjC",0,1,gvr_foodbeverag,False
2022-05-16 18:37:59+00:00,"In a perfect world, we would have trees that grow Reese’s Peanut Buttercups. 🧡🤎 @reeses #peanutbuttercups #reeses #chocolate #peanutbutter",0,0,Mardashian,False
2022-05-16 18:19:11+00:00,"Dairy Milk chocolate and the Wombles - what's not to love? 

A Jubilee Murder pre-order: https://t.co/FCv0FDaWQw

#70s #vintage #nostalgia #book #cosymystery #chocolate #Wombles https://t.co/FnzxV7vIgs",0,1,JPFrasers70s,False
2022-05-16 18:03:27+00:00,Quality control on this chocolate covered butterscotch krimpet. My findings: de-licious 🤤#chocolate https://t.co/609PpNKmC0,9,0,GlennMueller_jr,False
2022-05-16 18:00:47+00:00,"Dessert creates blissful experiences that bring us together. Caramelized butterscotch flavor stuffed with chocolate chunks and crunchy toffee. Topped with vanilla ice cream.
.
.
 #manifesto #cleaneating #sustainablechocolate #chocoholic #chocolate #sweetstreetomg #sharesweetness https://t.co/G5r2CQcHcZ",1,0,SweetStDesserts,False
2022-05-16 17:59:58+00:00,Why do I have to love #chocolate so dang much! @Hersheys #ineeditsobad https://t.co/vWbkSC3gYn,1,0,TammyJPaul7,False
2022-05-16 17:53:52+00:00,"Chocolate Covered Cookies 50 Pieces Dark Blue Foil The Brittle Box Candy Co. 
wedding favors party favor fun family get-togethers #wedding #favors #food #family #chocolate 

https://t.co/vlJwsQMLrV via @amazon",0,0,1foodmarketer,False
2022-05-16 17:51:08+00:00,Colorful! Groovy! Children of all ages love the whimsical mix and match of colors flashing in ample quantities of M&amp;M’s and heaps of chocolate chips. Contact Lil Ol' Cookie House and get yours today! #cookies #dessert #foodie #chocolate #food #cake #bakin…https://t.co/R65XDEkwKt,0,0,lilocookiehouse,False
2022-05-16 17:45:53+00:00,This easy chocolate biscotti recipe starts with a cake mix. Here's the easy recipe. @donnas92 #30Seconds #cookies #food #recipe #biscotti #chocolate #yum #baking #triedandtrue https://t.co/6l46U2nFEJ,0,0,30seconds,False
2022-05-16 17:37:01+00:00,"Super excited to now offer these Independent exclusive @TonysChocoUK_IE  bars to our customers 🙌

#Epicurium #Tonyschocolonely #chocolate #independents #Independentretail https://t.co/k2erjk7zAT",1,0,EpicuriumLtd,False
2022-05-16 17:27:28+00:00,"Magic Chocolate 🍫  🪄 
#HTX #Houston #chocolate https://t.co/wqvMhAW3dT",3,0,Smokinmomo,False
2022-05-16 17:13:56+00:00,Brown Sugar Cookie Dough Truffles Recipe https://t.co/zMv6NRS6rt #recipes #nobake #chocolate https://t.co/hT2aoDUo0y,0,0,honestandtruly,False
2022-05-16 17:13:09+00:00,"@CadburyUK which will you make first? 
🧡💜 #cadburyloverscookbook 📖
#cadbury #chocolate #bake #baking",0,0,dougalpollux,False
2022-05-16 17:12:21+00:00,These are our May Flavors! We were elated that @brunchesofboston stopped by for a treat!! #kanesdonuts #donuts #icedcoffee #lemon #chocolate #delicious #yummy #bestintheworld #localbusiness https://t.co/FDkxua6pqN,4,2,KanesDonuts,False
2022-05-16 17:10:20+00:00,Snaf Likes Kinder Chocolate #kinder #chocolate #loveit #pageforyou #fyp #foryou #evryone #viral #enjoy https://t.co/n8INXdf8O6,0,0,MrSnaf86,False
2022-05-16 17:07:03+00:00,"Our @CDWfestival line up will focus on tone, texture &amp; taste, with a 3 day #Colour Festival.  Events will take place at our #Mapei World #London City #Specification Centre https://t.co/tC67tCvqlq 

#MapeiAreColour #Clerkenwell #CDW2022 #chocolate #nachosbike #London #design https://t.co/V2poWzYJbS",2,1,MapeiUKLtd,False
2022-05-16 17:05:04+00:00,How can you enjoy your chocolates when you wonder if a child was forced to work all day picking cocoa beans for less than $1/day?.  #chocolate #childabuse #childslavery #5 https://t.co/nh4KB4oT49 https://t.co/p46sToVZGU,0,0,photodb,False
2022-05-16 17:01:40+00:00,Today i am thankful for chocolate 🍫 😋 #german #chocolate https://t.co/yFW3uD75TF,21,0,jen_deslauriers,False
2022-05-16 17:01:14+00:00,"Bring your treats to life, battle Aliens, Confront pirates and test your knowledge with the family when you download the AG's Candy App!

#mega #sweettreats #chocolate #app #games #agscandy  #quiz #eggcellent #surprise #yum #yummy #toy #pirates #aliens https://t.co/bcWN7Lt2XX",0,0,MrAndMrsEgg1,False
2022-05-16 16:51:43+00:00,"At Landour Bakehouse, you can enjoy a delicious array of handmade cakes, pastries, scones, puddings, and more.💯

#croissant #raspberryjam #hungerpangs #delicious #handmadecakes #pastries #scones #puddings #dessert #food #foodie #cake #yummy #chocolate #sweet #delicious #baking https://t.co/npWU2yH67p",1,0,blacksheephotel,False
2022-05-16 16:46:22+00:00,"Introducing our revolutionary Rashmalai

#chocolate #cocoaheist #rashmalai https://t.co/2NvsasLWwD",1,0,CocoaHeist,False
2022-05-16 16:25:12+00:00,Sometimes you just need a chocolate fondant https://t.co/Gwf4kuLvlX #chocolate #foodrecipe,0,0,TheHumbleP,False
2022-05-16 16:17:05+00:00,We love our new melting pot! #newbuissness #supportlocalBusiness #supportsmallbusiness #chocolateworkshops #Herts #Beds #HomeCounties #Bucks #london #chocolate #meltingpot #whatwouldyoumake https://t.co/N8FmaBwY4t,1,0,Choc_work,False
2022-05-16 16:12:18+00:00,"#Coffee and #Chocolate Make You Smarter, According to the Latest Neuroscience  https://t.co/CgBFLl2guq",0,0,shreecreative,False
2022-05-16 16:05:06+00:00,"All about Chocolate! Don't miss https://t.co/vzfXgbIAAd for chocolate news, reviews, and recipes! #chocolate",0,1,JanetRudolph,False
2022-05-16 16:02:24+00:00,"These little guys can't wait to be covered in chocolate 😋⁠
⁠
Wanna know more about the process? Book a tour through our website today!⁠
⁠
#cfxniagara #chocolate https://t.co/JwkLeE95w4",0,0,cfxniagara,False
2022-05-16 16:01:57+00:00,Did you know that yesterday was Chocolate Chip Day? There are so many #local baked goods waiting for you to discover at https://t.co/1rIZtUVVuF! 🍪☀️ #freshfind #farmersmarket #chocolate https://t.co/0yd8UmkKqx,0,0,freshfind_,False
2022-05-16 16:00:38+00:00,Pamper your taste buds. Discover our collection of bean to bar chocolates! https://t.co/AzR2Q9Oi83 #Winnipeg #Chocolate,0,0,aschenti,False
2022-05-16 16:00:32+00:00,"Who said chocolate isn’t a good way to start your morning ? Always a pleasure shooting your birthday 
💃🏿: @mizkeda_melanin

#beautiful #chocolate #model #photography #photo https://t.co/RAZfkCRhDN",0,0,Scottycuss,False
2022-05-16 16:00:00+00:00,"#DebateTime What is the best flavor of ice cream? 

#icecream #icecreamflavors #chocolate #vanilla #strawberry #mintchocolate https://t.co/CjRzsK3EoV",0,0,KingTrivia,False
2022-05-16 15:57:07+00:00,"Back by popular demand, this week's featured #dessert is none other than the scrumptious #chocolate cobbler! Signature chocolate cake topped with #vanilla ice cream, crunchy #toffee and toasted almonds. https://t.co/xZmUsdcTPq",2,0,NewTheatreKC,False
2022-05-16 15:57:03+00:00,"Squidgy Chocolate, Almond and Prune Torte #dessert #pudding #chocolate #baking #food #recipe

https://t.co/hvkggGdkkV https://t.co/c8Cpui15vv",0,0,AttachmentMumma,False
2022-05-16 15:45:06+00:00,"Our special #caramelcrisps feature a creamy liquid #caramel center with crispy rice, covered with our special handcrafted #milkchocolate. #chocolate

https://t.co/CP0fGk0s4d https://t.co/tfbDpLlWGC",0,0,chocolatoriumvt,False
2022-05-16 15:42:45+00:00,"The best chocolate in the world! 🍫🍯

 #chocolate #Toblerone #Swiss https://t.co/tSrEufNIGv",3,0,Massimoguerrera,False
2022-05-16 15:38:21+00:00,"https://t.co/pKqO084Y01
Chocolate lover dish towel.  Chocolate decor. Best quality towel and embroidery. 
#Chocolate https://t.co/FkDcDAsgAV",0,0,HandbagsByDyana,False
2022-05-16 15:26:03+00:00,"Adding certain foods to your #diet can help you have a more restful night. These recipes, including dark #chocolate blueberry bark, prime your body for a #goodnightssleep, says Kelly M. Rubenstein, of the @ucihealthwmp https://t.co/1i0qnFfnon https://t.co/BXL12R7wnh",1,1,UCIrvineHealth,False
2022-05-16 15:19:55+00:00,Red Wine Chocolate Lava Cakes #chocolate #chocolaterecipe #chocolatecakes #chocolatelovers #followformorevideos #lava #lavacake #redwine #redwinelover #redwinecakes https://t.co/g21bXTgfAr,0,0,Tasha11791361,False
2022-05-16 15:19:16+00:00,"The best Chocolate Spread &amp; Drink around!

Top Choco is made from Ghana Cocoa, which is the best cocoa in the world. It's incredibly tasty and comes in Chocolate Spread &amp; 3-in-1 Instant Mix drink. Try it today!

#Topchoco #chocolaty #cocoa #chocolate #madeinghana https://t.co/lu0hUXm3gq",43,3,topchocogh,False
2022-05-16 15:12:56+00:00,"Happy Monday. Adding a little FUN to your week 🤩

#marzipan #niederegger #marzifan #happymonday #newweek #chocolate #confectionery https://t.co/SFZaMKVnSg",2,0,Niederegger_UK,False
2022-05-16 15:06:48+00:00,"Check out my NFT listing on OpenSea! https://t.co/TRiZ2ySstQ via @opensea 

The Origin of Chocolate

#Cocoa
#cacao
#chocolate 
#beans 
#beanchocolate
#chocolatebean
#cocoabean
#cacaobean
#NFTCommunity 
#NFTs 
#nftphotography
#healtyfood",6,0,reza_hadi7,False
2022-05-16 15:02:04+00:00,"Jumpstart the workweek sweetly with some Matcha Bar Chocolate! 😋 🍵

Shop and learn more: https://t.co/VHLNQmp6Hv

#roycechocolate #royceusa #HowJapanDoesChocolate #chocolate #JapaneseChocolate #dessert #sweet #chocolatelover #chocolatebar #matcha #greentea #whitechocolate https://t.co/chAUkJ0Aeq",2,1,roycechocolate,False
2022-05-16 15:00:00+00:00,"🔈🌿 SOUND ON!🔈 Sharing one of our favorite trails in our cacao farm! Come and join us on a relaxing virtual stroll by the stream! ❤️
#aurochocolate #auro #auroexperience #cacaoasmr #asmr #treetobar #sustainability #traceability #singleorigincacao #chocolate https://t.co/FxR0MpkRs2",0,0,AuroChocolate,False
2022-05-16 14:55:04+00:00,"I bought 1.5kg of Belgian chocolate today and I’m very proud of that fact. 

#Brugge #chocolate https://t.co/WnJWQDhl0W",35,0,cruisewithamber,False
2022-05-16 14:52:32+00:00,This easy chocolate biscotti recipe starts with a cake mix. Here's the easy recipe. @donnas92 #30Seconds #cookies #food #recipe #biscotti #chocolate #yum #baking #triedandtrue https://t.co/LrBJtrEFAv,0,0,donnas92,False
2022-05-16 14:46:48+00:00,"Horny ice-cream 😆😆😆
#icecream #food #chocolate #ChocolateChipDay https://t.co/anhsxVXbHO",0,0,dazzlein,False
2022-05-16 14:38:10+00:00,"🍦☀️Our milkshakes are the stuff of dreams...
If you haven't had a chance to savour one of our delicious, creamy, dreamy milkshakes choose from Vanilla, Chocolate, Strawberry, Oreo, or our unbelievable Peanut butter &amp; banana! #milkshake #milkshakes #food #chocolate #oreo #sweet https://t.co/GFBAqwolzz",0,0,primeburgeruk,False
2022-05-16 14:37:14+00:00,"✨FREE SHIPPING OFFER✨
Live on our website. 🔗 No coupon is necessary. Minimum purchase of $75. Ends May 31st at 11:59 pm. #FreeShipping #chocolate https://t.co/EuTjZBimtG",4,0,MichelCluizelUS,False
2022-05-16 14:35:56+00:00,Some chocolate has a dark side to it – child labor #childlabor #humanrights #chocolate #trafficking https://t.co/F3YZdGEKTo via @theintelligencer,1,0,MrMistrati,True
2022-05-16 14:31:26+00:00,We are so proud to have helped this very special #Cornish #chocolate maker secure #ERDF funding to expand - They are inspirational! #Cornwall @chocolarder @ccAndrewBaker @CornwallLive https://t.co/MxTBqTuBzZ,5,1,CornwallClld,False
2022-05-16 14:30:53+00:00,"Hostees Cakes

☎️0141 321 9343
🏠1145 Govan Rd, Glasgow G51 4RX

https://t.co/tdjLfhxEfb

#sweettooth #sweets #chocolate
#scotland #uk
#dessert #food #cupcakes #birthday https://t.co/DdlCXuwvCW",0,0,MeltonJohnsUK,False
2022-05-16 14:30:24+00:00,"The secret to making #vegan #chocolate is only using two ingredients. 

 https://t.co/PJhJE1g5Xz",0,0,ImmaChocoholic,False
2022-05-16 14:28:07+00:00,What do you think of our @ScuderiaFerrari @Charles_Leclerc inspired chocolate racing helmet? We call it L'eclair and it has a white chocolate shell with a limoncello filling. #racingchocs #chocolate #racing #motorsport #chocolatier #f1 #formula1 #leclerc #ferrari https://t.co/cF8SK0dGNF,42,1,racingchocs,False
2022-05-16 14:24:27+00:00,"99 Cents Store Chocolate ""Haul"" - #chocolate #candy #dessert https://t.co/sTWPQFOseR",0,0,chocomasse,False
2022-05-16 14:22:04+00:00,"Only a few more days until @popuppalmhouse :) we're there Friday 2pm - 8pm &amp; Sat/Sun 11am - 6pm

#cocobaroque #handmade #chocolate #brownies #artisan #farmersmarket #shoplocal #madeinliverpool https://t.co/eep1WjVxX5",0,0,CocoBaroque,False
2022-05-16 14:15:49+00:00,"CHOCOLATIEST 🍫 DRINK 🥛 ON PLANET  🌎 - EXTREMELY DANGEROUS ⚡️

🔗 https://t.co/dfA80XUosT

#chocolate #drink #TheSGames https://t.co/msqbPJUBOM",0,0,S94Gaming,False
2022-05-16 14:11:12+00:00,"15 Foods That Are Banned in the U.S.

#healthy #fish #healthyeating #chocolate
https://t.co/vgZl0Pw5Rl",2,0,BestFansBuckeye,False
2022-05-16 14:10:58+00:00,"Craving something sweet? 🙋🙋‍♂️

Our trio of chocolate dessert will be sure to satisfy your cravings and makes for a great finale to a fabulous meal! 👌😋

Comment your favourite! 👇

#sweettooth #chocolate #chocolatelover #dessert https://t.co/aTrYRIvvj2",1,0,TheSeaforth,False
2022-05-16 14:06:46+00:00,"The company claims its 'world's first' cocoa-free chocolate uses a combination of barley and carob to  replace cocoa

https://t.co/ExF3iUHmnb #chocolate #cocoa #alternative",2,1,thecocoapost,False
2022-05-16 14:01:54+00:00,Take a tour of Zero Tolerance Coffee and Chocolate in Oklahoma City. Owners Maura and Roy Baker share their chocolate-making process from start to finish as well as talk about their coffee shop in the Britton District. #OKC #Chocolate https://t.co/18oShhp02N,1,1,uncoveringok,False
2022-05-16 14:01:28+00:00,"#Cremure is getting ready with the best of delights to serve you for your endless chit-chats. We together will make every day and each moment special. We are opening soon. Stay tuned...

#cafe #cakes #customizedcakes #desserts #chocolate #cookies #sweetjourney #sweettreat https://t.co/NXiT4j0EDS",0,0,cremure,False
2022-05-16 13:57:24+00:00,"started making it, had a breakdown... bon appétit! 🍩🍫

made using blender &amp; @andrewpprice's incredible tutorial series. i guess i'm a blender baby now! 🌀

🏷️: #donuts #mnms #chocolate #blendercommunity #blendercentral #blender #blendercycles #blenderrender #3dart #3dmodel https://t.co/dLtcd7z5Xw",9,2,arthado_,False
2022-05-16 13:57:06+00:00,"Sweet 🦷? 🙋🙋‍♂️

Our trio of chocolate desserts will be sure to satisfy your cravings and makes for a great end to a fabulous meal. 👌😋

#sweettooth #chocolate #chocolatelover #dessert https://t.co/qGUrrgTnln",1,0,TheSeaforth,False
2022-05-16 13:50:00+00:00,I'm a healthy bird... that's why I eat a double chocolate brownie with breakfast!!! #Vtuber #chocolate,7,1,vizi_art,False
2022-05-16 13:48:32+00:00,"Not feeling over the top that it’s Monday? Our chocolate cupcake mix makes for a great remedy. 🧁
.
.
#cupcakes #chocolatecupcakes #baking  #newenglandhotfudge #chocolate #newengland #gourmetfood #newenglandlifestyle
#mynewengland #newenglandtravels
#newenglandfoodie #luxuryfood https://t.co/4WaV0MVDqy",0,0,GourmetHotFudge,False
2022-05-16 13:45:43+00:00,Few things I’ve made with my time. 😊 #956 #rgv #bdarlingssweettreats #chocolate https://t.co/zM9nqK0SAN,0,0,angeluhnickle,False
2022-05-16 13:42:30+00:00,"Blommer and DouxMatok tempt producers with multifaceted low-sugar chocolate coats

https://t.co/0GZXamU9Ox

@DouxMatok #sugar #reformulation #sweetener #chocolate #confectionery #foodinnovation",0,0,FoodIng1st,False
2022-05-16 13:42:00+00:00,CHOCOLATE MILKSHAKE WITH ICE CREAM | CADBURY DAIRY MILK https://t.co/JX0gymVRCu via @YouTube #chocolate #Milkshake #CadburyDairyMilk,1,0,Siddhi_dc,False
2022-05-16 13:39:41+00:00,"Good morning! New Issue!
https://t.co/wceGWeG90D
#music #inspiration #chocolate",0,0,speed_raceing,False
2022-05-16 13:20:30+00:00,"Blueberry sugar-free high! 

#blueberry #chocolate #sugarfree https://t.co/Pskr1dhjcB",1,0,adiabeticchef,False
2022-05-16 13:11:00+00:00,"#quote for a Monday -“All you need is love. But a little chocolate now and then doesn't hurt.”
― Charles M. Schulz 
We couldn't agree more. #quoteoftheday #chocolate #Worcester Public Market https://t.co/G6YHL1M2rQ",0,0,CafeCcc,False
2022-05-16 13:09:09+00:00,"A superb 1905 colour advertising envelope from “Confectioners Union”, from London to Switzerland. Ads include Cadbury's Cocoa. Sent at double single rate (2½), dated JA.17.05. Colourful &amp; attractive. #philately #confectionery #chocolate #lookfortheshield https://t.co/Gf5SebFi4w https://t.co/rW8s9ugqaa",7,2,AndrewGLajer,False
2022-05-16 13:06:35+00:00,My favorite food and snack #MAS001 #snack #chocolate #Donuts https://t.co/yRfsV5L5Vb,0,0,ArthurrrrrrrrrY,False
2022-05-16 13:05:58+00:00,Fab to see @TonysChocoUK_IE in #Leeds city centre yesterday promoting #slavefree #chocolate @FairtradeLeeds https://t.co/QVWJl1KVmu,10,3,DECLeeds,False
2022-05-16 13:05:04+00:00,How can you enjoy your chocolates when you wonder if a child was forced to work all day picking cocoa beans for less than $1/day?.  #chocolate #childabuse #childslavery #4 https://t.co/y0fDjlABRN https://t.co/ken7gxrrPk,0,0,photodb,False
2022-05-16 13:04:03+00:00,Catching him in the act... He couldn't resist 😂 #lindor #chocolate #gonnagetfat https://t.co/tHya2eWu5Z,0,0,WezboiParadox,False
2022-05-16 13:01:42+00:00,"CHA Region Entrepreneurial Success Stories featuring one of CHA's original entrepreneurs, Glen Morris Sr. https://t.co/amxUzKH6jd​​​​​​​
https://t.co/NFJLBnPMIE
.
.
.
#cha #chocolate #entrepreneurs #AL #GA #TN https://t.co/g7MO9kY4po",0,0,greaterchatt,False
2022-05-16 13:01:05+00:00,"Happy Birthday @janetjackson ❤️
Photo Courtesy: @broadimage

#birthday #love #happybirthday #party #cake #birthdaycake #birthdaygirl #birthdayparty #gift #celebration #family #photography #friends #chocolate #instagram https://t.co/ckg7eRi14f",0,0,brandincpr,False
2022-05-16 13:00:28+00:00,"Bring your treats to life, battle Aliens, Confront pirates and test your knowledge with the family when you download the AG's Candy App!

#mega #sweettreats #chocolate #app #games #agscandy  #quiz #eggcellent #surprise #yum #yummy #toy #pirates #aliens https://t.co/ZweNTL0pSu",0,0,ags_candy,False
2022-05-16 13:00:02+00:00,"The ""proper"" way to enjoy #happiness filled truffle Cubze: remove the #colorful foil on the extra-large Cubze, smile at the #happy thought that greets you, enjoy the rich #chocolate truffle, and keep the happy thought for future inspiration. #spreadchocolatehappiness #inspiration https://t.co/2cPSiBF8pn",4,1,HappyChoclatier,False
2022-05-16 12:56:21+00:00,"There really is so much fantastic #chocolate coming from #hawaii.  @lonohana, @manoachocolate, @mauichocolate, are only a few amazing ones.  From the only #cacao #madeinamerica....

Which is your favorite?

Read @darkchocdaily now to find new ones!!!
https://t.co/fiGREvgBpF",2,0,DarkChocDaily,False
2022-05-16 12:49:57+00:00,"Can I get a second on banning the #chocolate fountain?

John Breunig (opinion): My guide to healing from COVID https://t.co/LD6V7F9f6b) via @insider_ct",0,0,johnbreunig,False
2022-05-16 12:49:02+00:00,"5 Golden Tickets in our #opensea page.

5 #ETH each.

Quality #NFTs.

#Crypto #GOLD #digitalart #Wonka #chocolate #factory #NFTCommunity #nftcollector
https://t.co/gUmCrDV5va",6,1,GlhmArt,False
